ticker,source,title,description,content,url,publishedAt
MSFT,Yahoo Entertainment,"Microsoft (MSFT) Cuts 6,000 Jobs as Part of Management Restructuring","Latest layoffs target 3% of workforce, follow April earnings beat","Microsoft (MSFT, Financials) is letting go of about 6,000 employees across divisions and regionsroughly 3% of its staffas it trims layers of management and resets for growth.
The company confirmed t… [+1022 chars]",https://finance.yahoo.com/news/microsoft-msft-cuts-6-000-202335834.html,2025-05-15 20:23:35+00:00
MSFT,Yahoo Entertainment,Nvidia-backed CoreWeave's big AI spending spooks investors — and the stock tanks 13%,"CoreWeave stock tumbled Wednesday following its first earnings report since going public, as the data center company’s growing capital expenditure raised...","Photo: Michael M. Santiago (Getty Images)
CoreWeave stock tumbled Wednesday following its first earnings report since going public, as the data center companys growing capital expenditure raised con… [+2569 chars]",https://finance.yahoo.com/news/nvidia-backed-coreweaves-big-ai-170324726.html,2025-05-15 17:03:24+00:00
MSFT,Quartz India,Nvidia-backed CoreWeave revealed big AI bills — and the stock dipped 13%,"CoreWeave stock tumbled Wednesday following its first earnings report since going public, as the data center company’s growing capital expenditure raised concerns among investors. Read more...","In This Story
CoreWeave stock tumbled Wednesday following its first earnings report since going public, as the data center companys growing capital expenditure raised concerns among investors. 
Sha… [+2488 chars]",https://qz.com/coreweave-nvidia-ai-data-center-stock-spending-1851780838,2025-05-15 16:45:00+00:00
MSFT,Biztoc.com,"Microsoft Corporation (MSFT) Is Overvalued, Well-Known Investor Says","In This Article:
Microsoft Corporation (MSFT) stock does not ""deserve the valuations"" at which it's currently trading, prominent investor Steve Weiss said yesterday on CNBC.
A frequent guest on CNBC, Weiss is the Chief Investment Officer and Managing Partner …","In This Article:Microsoft Corporation (MSFT) stock does not ""deserve the valuations"" at which it's currently trading, prominent investor Steve Weiss said yesterday on CNBC.A frequent guest on CNBC, W… [+143 chars]",https://biztoc.com/x/d5c9cf8a1cd2489f,2025-05-15 16:33:48+00:00
MSFT,Biztoc.com,"Should You Buy, Sell, or Hold MSFT Stock as Microsoft Renegotiates OpenAI Deal?",,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did UnitedHealth shares plunge over 18%? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Walmart's tariff co… [+997 chars]",https://biztoc.com/x/aa934329e4b51452,2025-05-15 16:22:10+00:00
MSFT,Yahoo Entertainment,Here’s what Wall Street experts are saying about Cisco ahead of earnings,Cisco (CSCO) is scheduled to report results of its fiscal third quarter after the market closes on May 14 with a conference call scheduled for 4:30 pm ET...,"Cisco (CSCO) is scheduled to report results of its fiscal third quarter after the market closes on May 14 with a conference call scheduled for 4:30 pm ET. What to watch for:
GUIDANCE: Along with its… [+6655 chars]",https://finance.yahoo.com/news/wall-street-experts-saying-cisco-160631247.html,2025-05-15 16:06:31+00:00
MSFT,Investor's Business Daily,CrowdStrike Downgraded Ahead Of First Quarter Earnings Report,CrowdStrike stock fell amid a downgrade to neutral from Mizuho Securities ahead of the cybersecurity firm's first quarter earnings report.,"Cybersecurity firm CrowdStrike Holdings (CRWD) may underwhelm investors on a key growth metric when it reports earnings in June, cautioned an analyst who downgraded the cybersecurity stock on Thursda… [+3021 chars]",https://www.investors.com/news/technology/crowdstrike-downgraded-ahead-of-first-quarter-earnings-report/,2025-05-15 15:58:33+00:00
MSFT,Forbes,UNH Stock Vs. CVS Stock,Health insurance companies have been in the limelight lately after UnitedHealthcare suspended its guidance for the full year citing higher medical costs.,"CHONGQING, CHINA - APRIL 26: In this photo illustration, the logo of CVS Health Corporation is ... More displayed on a smartphone screen, with the company's red heart branding visible in the backgrou… [+6717 chars]",https://www.forbes.com/sites/greatspeculations/2025/05/15/unh-stock-vs-cvs-stock/,2025-05-15 14:59:43+00:00
MSFT,Biztoc.com,"As Nvidia And Tesla Turn Heads, Only One Magnificent Seven Stock Earns This Honor — And It Just Broke Out","Leading the dramatic rally on the market indexes, Nvidia (NVDA), Tesla (TSLA), Meta Platforms (META) and Amazon.com (AMZN) all have sparked budding rebounds. But among Magnificent Seven stocks, only Microsoft (MSFT) holds a spot on Investor's Business Daily's…","Leading the dramatic rally on the market indexes, Nvidia (NVDA), Tesla (TSLA), Meta Platforms (META) and Amazon.com (AMZN) all have sparked budding rebounds. But among Magnificent Seven stocks, only … [+143 chars]",https://biztoc.com/x/6ee37f9ceb3da972,2025-05-15 12:30:40+00:00
MSFT,Thedividendguyblog.com,The Top 3 Most Popular U.S. Stocks Among Experienced Dividend Investors,"If you’ve been following me for a while, you know I love digging into our Dividend Stocks Rock member data—not to predict the next big thing, but to see what long-term investors are actually holding year after year. Last week, we looked at the most popular Ca…","If youve been following me for a while, you know I love digging into our Dividend Stocks Rock member datanot to predict the next big thing, but to see what long-term investors are actually holding ye… [+9251 chars]",https://thedividendguyblog.com/most-popular-us-stocks/,2025-05-15 10:32:16+00:00
